Model / Part,Cores,Threads,Freq.,Turbo freq.,L2 cache,TDP (Watt),Socket,Category,FSB (MHz),L3 cache,L1 cache,launchDate,numCores,numThreads,baseClock,maxboostClock,allCoreBoostSpeed,L1Cache,L2Cache,L3Cache,processTech,PCIeVersion,PCIeLanes,defaultTDP,configTDP,tjMax,sysMemType,sysMemSpecs,memChannels,perSocketMemBW,graphicsCores,graphicsFreq,unlocked,platform,cpuSocket,socketCount,family,line,graphicsModel,thermalSolution
Athlon XP 2400+,1,1,2 GHz,,256KB,,Socket 462,Athlon XP,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP 2400+,1,1,2 GHz,,256KB,,Socket 462,Athlon XP,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP 2400+,1,1,2 GHz,,256KB,,Socket 462,Athlon XP,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP 2400+,1,1,2 GHz,,256KB,,Socket 462,Athlon XP,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP 2500+,1,1,1.833 GHz,,512KB,,Socket 462,Athlon XP,333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP 2500+,1,1,1.833 GHz,,512KB,,Socket 462,Athlon XP,333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP 2500+,1,1,1.867 GHz,,512KB,,Socket 462,Athlon XP,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP 2600+,1,1,1.917 GHz,,512KB,,Socket 462,Athlon XP,333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP 2600+,1,1,1.917 GHz,,512KB,,Socket 462,Athlon XP,333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP 2600+,1,1,2.083 GHz,,256KB,,Socket 462,Athlon XP,333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP 2600+,1,1,2.083 GHz,,256KB,,Socket 462,Athlon XP,333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP 2600+,1,1,2.133 GHz,,256KB,,Socket 462,Athlon XP,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP 2600+,1,1,2.133 GHz,,256KB,,Socket 462,Athlon XP,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP 2700+,1,1,2 GHz,,512KB,,Socket 462,Athlon XP,333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP 2700+,1,1,2.167 GHz,,256KB,,Socket 462,Athlon XP,333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP 2800+,1,1,2.083 GHz,,512KB,,Socket 462,Athlon XP,333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP 2800+,1,1,2.083 GHz,,512KB,,Socket 462,Athlon XP,333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP 2800+,1,1,2.083 GHz,,512KB,,Socket 462,Athlon XP,333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP 2800+,1,1,2.133 GHz,,512KB,,Socket 462,Athlon XP,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP 2800+,1,1,2.25 GHz,,256KB,,Socket 462,Athlon XP,333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP 2900+,1,1,2 GHz,,512KB,,Socket 462,Athlon XP,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP 3000+,1,1,2.1 GHz,,512KB,,Socket 462,Athlon XP,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP 3000+,1,1,2.1 GHz,,512KB,,Socket 462,Athlon XP,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP 3000+,1,1,2.167 GHz,,512KB,,Socket 462,Athlon XP,333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP 3100+,1,1,2.2 GHz,,256KB,,Socket 462,Athlon XP,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP 3200+,1,1,2.2 GHz,,512KB,,Socket 462,Athlon XP,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP 3200+,1,1,2.333 GHz,,512KB,,Socket 462,Athlon XP,333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP 3200+,1,1,2.333 GHz,,256KB,,Socket 462,Athlon XP,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1200+,1,1,1 GHz,,256KB,,Socket 563,Athlon XP-M,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1300+,1,1,1.1 GHz,,256KB,,Socket 563,Athlon XP-M,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1300+,1,1,1.1 GHz,,256KB,,Socket 563,Athlon XP-M,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1400+,1,1,1.2 GHz,,256KB,,Socket 462,Athlon XP-M,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1400+,1,1,1.2 GHz,,256KB,,Socket 462,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1400+,1,1,1.2 GHz,,256KB,,Socket 462,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1400+,1,1,1.2 GHz,,256KB,,Socket 563,Athlon XP-M,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1400+,1,1,1.2 GHz,,256KB,,Socket 563,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1400+,1,1,1.2 GHz,,256KB,,Socket 462,Athlon XP-M,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1400+,1,1,1.2 GHz,,256KB,,Socket 563,Athlon XP-M,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1400+,1,1,1.2 GHz,,256KB,,Socket 563,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1400+,1,1,1.2 GHz,,256KB,,Socket 563,Athlon XP-M,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1400+,1,1,1.2 GHz,,256KB,,Socket 563,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1500+,1,1,1.3 GHz,,256KB,,Socket 462,Athlon XP-M,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1500+,1,1,1.3 GHz,,256KB,,Socket 563,Athlon XP-M,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1500+,1,1,1.3 GHz,,256KB,,Socket 462,Athlon XP-M,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1500+,1,1,1.3 GHz,,256KB,,Socket 563,Athlon XP-M,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1500+,1,1,1.3 GHz,,256KB,,Socket 563,Athlon XP-M,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1500+,1,1,1.333 GHz,,256KB,,Socket 462,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1500+,1,1,1.333 GHz,,256KB,,Socket 462,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1500+,1,1,1.333 GHz,,256KB,,Socket 563,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1500+,1,1,1.333 GHz,,256KB,,Socket 563,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1600+,1,1,1.4 GHz,,256KB,,Socket 462,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1600+,1,1,1.4 GHz,,256KB,,Socket 462,Athlon XP-M,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1600+,1,1,1.4 GHz,,256KB,,Socket 462,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1600+,1,1,1.4 GHz,,256KB,,Socket 462,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1600+,1,1,1.4 GHz,,256KB,,Socket 462,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1600+,1,1,1.4 GHz,,256KB,,Socket 462,Athlon XP-M,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1600+,1,1,1.4 GHz,,256KB,,Socket 462,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1600+,1,1,1.4 GHz,,256KB,,Socket 563,Athlon XP-M,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1600+,1,1,1.4 GHz,,256KB,,Socket 563,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1600+,1,1,1.4 GHz,,256KB,,Socket 563,Athlon XP-M,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1600+,1,1,1.4 GHz,,256KB,,Socket 563,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1700+,1,1,1.3 GHz,,512KB,,Socket 563,Athlon XP-M,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1700+,1,1,1.467 GHz,,256KB,,Socket 462,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1700+,1,1,1.467 GHz,,256KB,,Socket 462,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1700+,1,1,1.467 GHz,,256KB,,Socket 462,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1700+,1,1,1.467 GHz,,256KB,,Socket 462,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1700+,1,1,1.467 GHz,,256KB,,Socket 563,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1800+,1,1,1.4 GHz,,512KB,,Socket 563,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1800+,1,1,1.4 GHz,,512KB,,Socket 563,Athlon XP-M,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1800+,1,1,1.4 GHz,,512KB,,Socket 563,Athlon XP-M,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1800+,1,1,1.4 GHz,,512KB,,Socket 563,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1800+,1,1,1.5 GHz,,256KB,,Socket 462,Athlon XP-M,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1800+,1,1,1.533 GHz,,256KB,,Socket 462,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1800+,1,1,1.533 GHz,,256KB,,Socket 462,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1800+,1,1,1.533 GHz,,256KB,,Socket 563,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1800+,1,1,1.533 GHz,,256KB,,Socket 462,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1800+,1,1,1.533 GHz,,256KB,,Socket 462,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1800+,1,1,1.533 GHz,,256KB,,Socket 462,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1800+,1,1,1.533 GHz,,256KB,,Socket 563,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1900+,1,1,1.467 GHz,,512KB,,Socket 563,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1900+,1,1,1.6 GHz,,256KB,,Socket 462,Athlon XP-M,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1900+,1,1,1.6 GHz,,256KB,,Socket 462,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1900+,1,1,1.6 GHz,,256KB,,Socket 563,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1900+,1,1,1.6 GHz,,256KB,,Socket 462,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 1900+,1,1,1.6 GHz,,256KB,,Socket 462,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 2000+,1,1,1.533 GHz,,512KB,,Socket 563,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 2000+,1,1,1.533 GHz,,512KB,,Socket 462,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 2000+,1,1,1.533 GHz,,512KB,,Socket 563,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 2000+,1,1,1.667 GHz,,256KB,,Socket 462,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 2000+,1,1,1.667 GHz,,256KB,,Socket 462,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 2000+,1,1,1.667 GHz,,256KB,,Socket 563,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 2000+,1,1,1.667 GHz,,256KB,,Socket 462,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 2000+,1,1,1.667 GHz,,256KB,,Socket 462,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 2100+,1,1,1.6 GHz,,512KB,,Socket 563,Athlon XP-M,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 2100+,1,1,1.6 GHz,,512KB,,Socket 563,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 2200+,1,1,1.667 GHz,,512KB,,Socket 462,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 2200+,1,1,1.667 GHz,,512KB,,Socket 563,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 2200+,1,1,1.667 GHz,,512KB,27.0,Socket 563,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 2200+,1,1,1.8 GHz,,256KB,,Socket 462,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 2200+,1,1,1.8 GHz,,256KB,,Socket 462,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 2400+,1,1,1.8 GHz,,512KB,,Socket 462,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 2400+,1,1,1.8 GHz,,512KB,,Socket 462,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 2400+,1,1,1.8 GHz,,512KB,,Socket 563,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 2400+,1,1,1.8 GHz,,512KB,,Socket 462,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 2400+,1,1,2 GHz,,256KB,,Socket 462,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 2500+,1,1,1.867 GHz,,512KB,,Socket 462,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 2500+,1,1,1.867 GHz,,512KB,,Socket 462,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 2500+,1,1,1.867 GHz,,512KB,,Socket 462,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 2600+,1,1,1.833 GHz,,512KB,,Socket 563,Athlon XP-M,333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 2600+,1,1,2 GHz,,512KB,,Socket 462,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 2600+,1,1,2 GHz,,512KB,,Socket 462,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 2600+,1,1,2.133 GHz,,256KB,,Socket 462,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 2800+,1,1,2.133 GHz,,512KB,,Socket 462,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 2800+,1,1,2.133 GHz,,512KB,,Socket 462,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athlon XP-M 3000+,1,1,2.2 GHz,,512KB,,Socket 462,Athlon XP-M,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 165,2,2,1.8 GHz,,2MB,110.0,Socket 939,Dual-Core Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 165 HE,2,2,1.8 GHz,,2MB,55.0,Socket 940,Dual-Core Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 170,2,2,2 GHz,,2MB,110.0,Socket 939,Dual-Core Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 175,2,2,2.2 GHz,,2MB,110.0,Socket 939,Dual-Core Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 180,2,2,2.4 GHz,,2MB,110.0,Socket 939,Dual-Core Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 185,2,2,2.6 GHz,,2MB,110.0,Socket 939,Dual-Core Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 190,2,2,2.8 GHz,,2MB,,Socket 939,Dual-Core Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 260 HE,2,2,1.6 GHz,,2MB,55.0,Socket 940,Dual-Core Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 265,2,2,1.8 GHz,,2MB,68.0,Socket 940,Dual-Core Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 265,2,2,1.8 GHz,,2MB,95.0,Socket 940,Dual-Core Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 265 HE,2,2,1.8 GHz,,2MB,55.0,Socket 940,Dual-Core Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 265 HE,2,2,1.8 GHz,,2MB,55.0,Socket 940,Dual-Core Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 270,2,2,2 GHz,,2MB,68.0,Socket 940,Dual-Core Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 270,2,2,2 GHz,,2MB,68.0,Socket 940,Dual-Core Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 270,2,2,2 GHz,,2MB,95.0,Socket 940,Dual-Core Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 270 HE,2,2,2 GHz,,2MB,55.0,Socket 940,Dual-Core Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 275,2,2,2.2 GHz,,2MB,68.0,Socket 940,Dual-Core Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 275,2,2,2.2 GHz,,2MB,68.0,Socket 940,Dual-Core Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 275,2,2,2.2 GHz,,2MB,95.0,Socket 940,Dual-Core Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 275 HE,2,2,2.2 GHz,,2MB,55.0,Socket 940,Dual-Core Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 280,2,2,2.4 GHz,,2MB,68.0,Socket 940,Dual-Core Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 280,2,2,2.4 GHz,,2MB,68.0,Socket 940,Dual-Core Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 280,2,2,2.4 GHz,,2MB,95.0,Socket 940,Dual-Core Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 280 SE,2,2,2.4 GHz,,2MB,119.0,Socket 940,Dual-Core Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 285,2,2,2.6 GHz,,2MB,68.0,Socket 940,Dual-Core Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 285,2,2,2.6 GHz,,2MB,95.0,Socket 940,Dual-Core Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 285 SE,2,2,2.6 GHz,,2MB,119.0,Socket 940,Dual-Core Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 290,2,2,2.8 GHz,,2MB,95.0,Socket 940,Dual-Core Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 860 HE,2,2,1.6 GHz,,2MB,55.0,Socket 940,Dual-Core Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 865,2,2,1.8 GHz,,2MB,95.0,Socket 940,Dual-Core Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 865,2,2,1.8 GHz,,2MB,95.0,Socket 940,Dual-Core Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 865,2,2,1.8 GHz,,2MB,,Socket 940,Dual-Core Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 865,2,2,1.8 GHz,,2MB,68.0,Socket 940,Dual-Core Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 865 HE,2,2,1.8 GHz,,2MB,55.0,Socket 940,Dual-Core Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 870,2,2,2 GHz,,2MB,95.0,Socket 940,Dual-Core Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 870,2,2,2 GHz,,2MB,95.0,Socket 940,Dual-Core Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 870,2,2,2 GHz,,2MB,,Socket 940,Dual-Core Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 870,2,2,2 GHz,,2MB,68.0,Socket 940,Dual-Core Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 870 HE,2,2,2 GHz,,2MB,55.0,Socket 940,Dual-Core Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 875,2,2,2.2 GHz,,2MB,95.0,Socket 940,Dual-Core Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 875,2,2,2.2 GHz,,2MB,,Socket 940,Dual-Core Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 875,2,2,2.2 GHz,,2MB,68.0,Socket 940,Dual-Core Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 875,2,2,2.2 GHz,,2MB,95.0,Socket 940,Dual-Core Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 875 HE,2,2,2.2 GHz,,2MB,55.0,Socket 940,Dual-Core Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 880,2,2,2.4 GHz,,2MB,95.0,Socket 940,Dual-Core Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 880,2,2,2.4 GHz,,2MB,,Socket 940,Dual-Core Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 885,2,2,2.6 GHz,,2MB,95.0,Socket 940,Dual-Core Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 885,2,2,2.6 GHz,,2MB,,Socket 940,Dual-Core Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 890,2,2,2.8 GHz,,2MB,95.0,Socket 940,Dual-Core Opteron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duron D550AUT1B,1,1,550 MHz,,64KB,,Socket 462,Duron,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duron D600AST1B,1,1,600 MHz,,64KB,,Socket 462,Duron,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duron D600AUT1B,1,1,600 MHz,,64KB,,Socket 462,Duron,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duron D650AST1B,1,1,650 MHz,,64KB,,Socket 462,Duron,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duron D650AUT1B,1,1,650 MHz,,64KB,,Socket 462,Duron,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duron D700AST1B,1,1,700 MHz,,64KB,,Socket 462,Duron,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duron D700AUT1B,1,1,700 MHz,,64KB,,Socket 462,Duron,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duron D700AVS1B,1,1,700 MHz,,64KB,,Socket 462,Duron,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duron D750AST1B,1,1,750 MHz,,64KB,,Socket 462,Duron,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duron D750AUT1B,1,1,750 MHz,,64KB,,Socket 462,Duron,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duron D800AUT1B,1,1,800 MHz,,64KB,,Socket 462,Duron,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
